year	llen	lwid	ngalls	vgno	vdist	order	Gdiam	surv	wl	Neggs
1988	106	NA	6	1	17	1	6.4	0	NA	NA
1988	106	NA	6	1	24	1	5.9	0	NA	NA
1988	105	NA	7	1	12	1	5.4	0	NA	NA
1988	105	NA	7	2	6	1	6.2	0	NA	NA
1988	105	NA	7	2	18	2	4.2	0	NA	NA
1988	105	NA	7	1	4	1	5.3	0	NA	NA
1988	105	NA	7	2	11	1	3.6	0	NA	NA
1988	105	NA	7	2	6	2	4	0	NA	NA
1988	105	NA	7	1	9	1	3.8	0	NA	NA
1988	108	NA	1	1	10	1	6.2	0	NA	NA
1988	105	NA	1	1	9	1	6	0	NA	NA
1988	103	NA	2	2	8	1	4.5	0	NA	NA
1988	103	NA	2	2	6	2	3.3	0	NA	NA
1988	103	NA	2	1	9	1	9.4	1	5.4	NA
1988	103	NA	2	1	8	1	9.1	1	NA	NA
1988	114	NA	1	1	28	1	6.4	0	NA	NA
1988	98	NA	7	3	83	1	4.8	0	NA	NA
1988	98	NA	7	3	75	2	6.3	0	NA	NA
1988	98	NA	7	3	66	3	8.2	0	NA	NA
1988	98	NA	7	1	3	1	4	0	NA	NA
1988	98	NA	7	1	7	1	4.5	0	NA	NA
1988	98	NA	7	1	12	1	5.4	0	NA	NA
1988	98	NA	7	1	4	1	3.2	0	NA	NA
1988	98	NA	7	1	4	1	6.6	0	NA	NA
1988	98	NA	7	1	3	1	8.2	0	NA	NA
1988	98	NA	7	1	5	1	2.8	0	NA	NA
1988	98	NA	7	1	5	1	7.2	0	NA	NA
1988	98	NA	7	1	6	1	4.5	0	NA	NA
1988	98	NA	7	1	3	1	4.7	0	NA	NA
1988	98	NA	7	1	8	1	6.4	0	NA	NA
1988	118	NA	2	1	4	1	6.5	0	NA	NA
1988	118	NA	2	1	8	1	4.3	0	NA	NA
1988	62	NA	2	1	46	1	5.4	0	NA	NA
1988	62	NA	2	1	3	1	5.5	0	NA	NA
1988	75	NA	2	1	10	1	4	1	NA	NA
1988	75	NA	2	1	50	1	4.5	1	4.84	107
1988	100	NA	1	1	15	1	2	0	NA	NA
1988	90	NA	9	1	6	1	2	0	NA	NA
1988	90	NA	9	1	8	1	1	0	NA	NA
1988	90	NA	9	2	5	1	1.2	0	NA	NA
1988	90	NA	9	2	10	2	1.2	0	NA	NA
1988	90	NA	9	2	8	1	1.7	0	NA	NA
1988	90	NA	9	2	10	2	1.2	0	NA	NA
1988	90	NA	9	1	8	1	1.5	0	NA	NA
1988	90	NA	9	1	70	1	1.4	0	NA	NA
1988	90	NA	9	1	5	1	1.4	0	NA	NA
1988	75	NA	2	1	33	1	4.1	0	NA	NA
1988	75	NA	2	1	3	1	4	0	NA	NA
1988	110	NA	1	1	24	1	4.4	0	NA	NA
1988	90	NA	5	1	3	1	1.9	0	NA	NA
1988	90	NA	5	1	2	1	3.7	0	NA	NA
1988	90	NA	5	2	30	1	2	0	NA	NA
1988	90	NA	5	2	6	2	1.2	0	NA	NA
1988	90	NA	5	1	70	1	3.4	0	NA	NA
1988	130	NA	8	1	10	1	3.4	1	NA	NA
1988	130	NA	8	3	20	1	3.3	0	NA	NA
1988	130	NA	8	3	32	2	1.8	0	NA	NA
1988	130	NA	8	3	40	3	3.6	1	NA	NA
1988	130	NA	8	2	16	1	1.7	0	NA	NA
1988	130	NA	8	2	26	2	3	0	NA	NA
1988	130	NA	8	1	3	1	1.7	0	NA	NA
1988	130	NA	8	1	2	1	3.7	0	NA	NA
1988	130	NA	8	1	42	1	4.4	0	NA	NA
1988	130	NA	8	1	10	1	3.9	0	NA	NA
1988	130	NA	8	2	28	1	4.6	0	NA	NA
1988	130	NA	8	2	19	2	4.6	0	NA	NA
1988	130	NA	8	2	20	1	4.6	0	NA	NA
1988	130	NA	8	2	25	2	3.6	0	NA	NA
1988	130	NA	8	1	15	1	3	0	NA	NA
1988	130	NA	8	1	11	1	4	1	NA	NA
1988	110	NA	5	1	4	1	1.7	0	NA	NA
1988	110	NA	5	1	5	1	1.9	0	NA	NA
1988	110	NA	5	1	4	1	1.9	0	NA	NA
1988	110	NA	5	1	3	1	2.7	0	NA	NA
1988	110	NA	5	1	86	1	3.4	0	NA	NA
1988	80	NA	2	1	3	1	1.5	0	NA	NA
1988	80	NA	2	1	52	1	2	0	NA	NA
1988	107	NA	8	1	3	1	2.6	0	NA	NA
1988	107	NA	8	1	2	1	2.4	0	NA	NA
1988	107	NA	8	1	2	1	1.8	0	NA	NA
1988	107	NA	8	1	2	1	3.5	0	NA	NA
1988	107	NA	8	1	8	1	1.2	0	NA	NA
1988	107	NA	8	1	19	1	1.2	0	NA	NA
1988	107	NA	8	1	2	1	3.4	1	NA	NA
1988	107	NA	8	1	80	1	4.4	1	NA	NA
1988	105	NA	13	2	26	1	4	0	NA	NA
1988	105	NA	13	2	16	2	3	0	NA	NA
1988	105	NA	13	2	16	1	2.7	0	NA	NA
1988	105	NA	13	2	17.5	2	2	0	NA	NA
1988	105	NA	13	2	28	1	1.5	0	NA	NA
1988	105	NA	13	2	27	2	2	0	NA	NA
1988	105	NA	13	2	19	1	2	0	NA	NA
1988	105	NA	13	2	18	2	3	0	NA	NA
1988	105	NA	13	3	3	1	4	0	NA	NA
1988	105	NA	13	3	4.5	2	1	0	NA	NA
1988	105	NA	13	3	3	3	3	0	NA	NA
1988	105	NA	13	1	83	1	3	0	NA	NA
1988	105	NA	13	1	5	1	2	0	NA	NA
1988	81	NA	2	1	8.5	1	6	0	NA	NA
1988	81	NA	2	1	7	1	5	0	NA	NA
1988	106	NA	2	1	81	1	4.5	0	NA	NA
1988	106	NA	2	1	7	1	3	0	NA	NA
1988	90	NA	3	1	7	1	0.5	0	NA	NA
1988	90	NA	3	1	13	1	4	0	NA	NA
1988	90	NA	3	1	10	1	0.5	0	NA	NA
1988	81	NA	1	1	9.5	1	5	0	NA	NA
1988	120	NA	12	1	5.5	1	4	0	NA	NA
1988	120	NA	12	3	8.5	1	2	0	NA	NA
1988	120	NA	12	3	20	2	3	0	NA	NA
1988	120	NA	12	3	21	3	1	0	NA	NA
1988	120	NA	12	3	2	1	4.5	0	NA	NA
1988	120	NA	12	3	23	2	2	0	NA	NA
1988	120	NA	12	3	30.5	3	4	0	NA	NA
1988	120	NA	12	1	11.5	1	3.5	0	NA	NA
1988	120	NA	12	1	99	1	3.2	0	NA	NA
1988	120	NA	12	1	8	1	2.3	0	NA	NA
1988	120	NA	12	2	10.5	1	3.7	0	NA	NA
1988	120	NA	12	2	28	2	0.7	0	NA	NA
1988	84	NA	11	1	4	1	4	0	NA	NA
1988	84	NA	11	1	5	1	3.2	0	NA	NA
1988	110	NA	11	1	19	1	4.3	0	NA	NA
1988	110	NA	11	1	85	1	4.5	0	NA	NA
1988	110	NA	11	1	5	1	2.3	0	NA	NA
1988	110	NA	11	1	26	1	4.5	0	NA	NA
1988	110	NA	11	2	8.5	1	3	0	NA	NA
1988	110	NA	11	2	19.5	2	3.8	1	NA	NA
1988	110	NA	11	4	5	1	2.5	0	NA	NA
1988	110	NA	11	4	10	2	2	0	NA	NA
1988	110	NA	11	4	14	3	1.5	0	NA	NA
1988	110	NA	11	4	25	4	0.7	0	NA	NA
1988	110	NA	11	1	5	1	2	0	NA	NA
1988	84	NA	4	1	4	1	4.6	0	NA	NA
1988	84	NA	4	1	50	1	5.5	0	NA	NA
1988	84	NA	4	1	5	1	2.1	0	NA	NA
1988	84	NA	4	1	3	1	1.7	0	NA	NA
1988	97	NA	3	1	81	1	3.4	0	NA	NA
1988	97	NA	3	1	15	1	3	1	NA	NA
1988	97	NA	3	1	7	1	4.7	0	NA	NA
1988	107	NA	16	2	84	1	1.4	0	NA	NA
1988	107	NA	16	2	97	2	2.5	0	NA	NA
1988	107	NA	16	2	24	1	4.9	0	NA	NA
1988	107	NA	16	2	38	2	4.7	0	NA	NA
1988	107	NA	16	1	19	1	2.7	0	NA	NA
1988	107	NA	16	4	17	1	3.5	0	NA	NA
1988	107	NA	16	4	20	2	1.3	0	NA	NA
1988	107	NA	16	4	26	3	4	0	NA	NA
1988	107	NA	16	4	30	4	4.3	0	NA	NA
1988	107	NA	16	2	4	1	3.2	0	NA	NA
1988	107	NA	16	2	8	2	0.6	0	NA	NA
1988	107	NA	16	2	16	1	1.7	0	NA	NA
1988	107	NA	16	2	23	2	2.9	0	NA	NA
1988	107	NA	16	2	4	1	1.3	0	NA	NA
1988	107	NA	16	2	6	2	2.1	0	NA	NA
1988	107	NA	16	1	7	1	3.7	0	NA	NA
1988	77	NA	5	2	8	1	1.8	0	NA	NA
1988	77	NA	5	2	19	2	1.4	0	NA	NA
1988	77	NA	5	1	4	1	4	0	NA	NA
1988	77	NA	5	1	19	1	2.2	0	NA	NA
1988	77	NA	5	1	5	1	2	0	NA	NA
1988	81	NA	4	2	45	1	1.7	0	NA	NA
1988	81	NA	4	2	64	2	1.7	0	NA	NA
1988	81	NA	4	1	8	1	1.4	0	NA	NA
1988	81	NA	4	1	8	1	1.2	0	NA	NA
1988	126	NA	4	1	104	1	1.5	0	NA	NA
1988	126	NA	4	1	14	1	0.7	1	NA	NA
1988	126	NA	4	1	25	1	1.5	0	NA	NA
1988	126	NA	4	1	9	1	0.8	1	NA	NA
1988	97	NA	9	1	80	1	0.6	0	NA	NA
1988	97	NA	9	1	12	1	1.7	0	NA	NA
1988	97	NA	9	1	10	1	0.3	0	NA	NA
1988	97	NA	9	1	21	1	0.5	0	NA	NA
1988	97	NA	9	1	4	1	0.4	0	NA	NA
1988	97	NA	9	1	4	1	0.3	0	NA	NA
1988	97	NA	9	1	14	1	1.8	0	NA	NA
1988	97	NA	9	1	15	1	0.6	0	NA	NA
1988	97	NA	9	1	3	1	0.4	0	NA	NA
1988	98	NA	6	1	9	1	3.4	0	NA	NA
1988	98	NA	6	1	7	1	3.4	0	NA	NA
1988	98	NA	6	1	7	1	3.7	0	NA	NA
1988	98	NA	6	1	2	1	3.9	0	NA	NA
1988	98	NA	6	1	10	1	4	0	NA	NA
1988	98	NA	6	1	6	1	3	0	NA	NA
1988	104	NA	10	1	4	1	2.7	0	NA	NA
1988	104	NA	10	1	5	1	3.4	0	NA	NA
1988	104	NA	10	1	7	1	2.2	0	NA	NA
1988	104	NA	10	1	12	1	1.8	0	NA	NA
1988	104	NA	10	1	7	1	2.5	0	NA	NA
1988	104	NA	10	1	6	1	1.3	0	NA	NA
1988	104	NA	10	3	7	1	0.8	0	NA	NA
1988	104	NA	10	3	9	2	1.3	0	NA	NA
1988	104	NA	10	3	17	3	1.2	0	NA	NA
1988	104	NA	10	1	5	1	3.8	0	NA	NA
1988	76	NA	6	1	57	1	1.3	0	NA	NA
1988	76	NA	6	1	4	1	2.7	0	NA	NA
1988	76	NA	6	2	10	1	3.2	0	NA	NA
1988	76	NA	6	2	17	2	3.7	0	NA	NA
1988	93	NA	6	1	64	1	2.9	0	NA	NA
1988	93	NA	6	1	2	1	1.2	0	NA	NA
1988	93	NA	6	1	9	1	2.5	0	NA	NA
1988	93	NA	6	1	5	1	2.2	0	NA	NA
1988	93	NA	6	2	8	1	4	1	NA	NA
1988	93	NA	6	2	3	2	5.1	1	NA	NA
1988	87	NA	1	1	61	1	4.6	1	5.2	164
1988	110	NA	1	1	16	1	4.7	0	NA	NA
1988	70	NA	1	1	13	1	3.4	0	NA	NA
1988	88	NA	1	1	61	1	4.4	1	NA	NA
1988	121	NA	4	1	20	1	3.4	0	NA	NA
1988	121	NA	4	1	23	1	2.2	0	NA	NA
1988	121	NA	4	1	4	1	4	0	NA	NA
1988	121	NA	4	1	6	1	4.6	0	NA	NA
1988	119	NA	5	1	19	1	3.9	0	NA	NA
1988	119	NA	5	1	35	1	4.2	0	NA	NA
1988	119	NA	5	1	29	1	3.7	0	NA	NA
1988	119	NA	5	1	23	1	1.7	0	NA	NA
1988	119	NA	5	1	97	1	4.5	0	NA	NA
1988	135	NA	3	1	7	1	3.3	0	NA	NA
1988	135	NA	3	1	20	1	3.9	0	NA	NA
1988	135	NA	3	1	118	1	4.1	0	NA	NA
1988	125	NA	8	1	26	1	1.7	0	NA	NA
1988	125	NA	8	1	23	1	2.4	0	NA	NA
1988	125	NA	8	1	7	1	4.3	0	NA	NA
1988	125	NA	8	1	6	1	1.7	0	NA	NA
1988	125	NA	8	1	7	1	3.8	0	NA	NA
1988	125	NA	8	1	4	1	2	0	NA	NA
1988	125	NA	8	2	99	1	3.9	0	NA	NA
1988	125	NA	8	2	112	2	0.9	0	NA	NA
1988	120	NA	4	1	18	1	3.9	0	NA	NA
1988	120	NA	4	1	18	1	3.5	0	NA	NA
1988	120	NA	4	1	5	1	3.6	0	NA	NA
1988	120	NA	4	1	101	1	4.4	0	NA	NA
1988	108	NA	6	1	5	1	1.8	0	NA	NA
1988	108	NA	6	1	21	1	2.2	0	NA	NA
1988	108	NA	6	1	10	1	3.8	0	NA	NA
1988	108	NA	6	1	7	1	4.1	0	NA	NA
1988	108	NA	6	1	16	1	2.4	0	NA	NA
1988	108	NA	6	1	4	1	1.9	0	NA	NA
1988	114	NA	5	1	9	1	3.5	0	NA	NA
1988	114	NA	5	1	9	1	4.5	0	NA	NA
1988	114	NA	5	1	7	1	3.8	0	NA	NA
1988	114	NA	5	1	3	1	4.5	0	NA	NA
1988	114	NA	5	1	110	1	3.5	0	NA	NA
1988	100	NA	1	1	6	1	3.5	0	NA	NA
1988	66	NA	1	1	38	1	4.2	0	NA	NA
1988	123	NA	3	1	26	1	3.6	0	NA	NA
1988	123	NA	3	1	20	1	1.7	0	NA	NA
1988	123	NA	3	1	95	1	2.3	0	NA	NA
1988	103	NA	5	1	26	1	4.1	0	NA	NA
1988	103	NA	5	1	28	1	3.9	0	NA	NA
1988	103	NA	5	1	17	1	3	0	NA	NA
1988	103	NA	5	1	2	1	3.1	0	NA	NA
1988	103	NA	5	1	71	1	2.9	0	NA	NA
1988	123	NA	9	2	8	1	3.9	0	NA	NA
1988	123	NA	9	2	18	2	3.5	0	NA	NA
1988	123	NA	9	2	10	1	3.9	0	NA	NA
1988	123	NA	9	2	20	2	3.1	0	NA	NA
1988	123	NA	9	1	10	1	3.8	0	NA	NA
1988	123	NA	9	1	12	1	2.9	0	NA	NA
1988	123	NA	9	1	8	1	2.7	0	NA	NA
1988	123	NA	9	2	82	1	4.5	0	NA	NA
1988	123	NA	9	2	96	2	4	0	NA	NA
1988	140	NA	8	2	15	1	1.1	0	NA	NA
1988	140	NA	8	2	26	2	1.2	0	NA	NA
1988	140	NA	8	1	6	1	0.8	0	NA	NA
1988	140	NA	8	1	5	1	0.5	0	NA	NA
1988	140	NA	8	1	5	1	0.4	0	NA	NA
1988	140	NA	8	3	109	1	0.9	0	NA	NA
1988	140	NA	8	3	113	2	0.2	0	NA	NA
1988	140	NA	8	3	120	3	0.2	0	NA	NA
1988	62	NA	1	1	2	1	0.4	0	NA	NA
1988	128	NA	6	1	7	1	1.4	0	NA	NA
1988	128	NA	6	1	12	1	1.4	0	NA	NA
1988	128	NA	6	1	13	1	1.4	0	NA	NA
1988	128	NA	6	1	14	1	1.5	0	NA	NA
1988	128	NA	6	1	10	1	0.9	0	NA	NA
1988	128	NA	6	1	117	1	1.3	0	NA	NA
1988	91	NA	4	1	9	1	1.6	0	NA	NA
1988	91	NA	4	1	13	1	1.4	0	NA	NA
1988	91	NA	4	1	6	1	0.8	0	NA	NA
1988	91	NA	4	1	69	1	1.2	0	NA	NA
1988	116	NA	4	1	4	1	3.8	0	NA	NA
1988	116	NA	4	1	9	1	0.6	0	NA	NA
1988	116	NA	4	1	8	1	1.2	0	NA	NA
1988	116	NA	4	1	90	1	0.7	0	NA	NA
1988	128	NA	5	1	26	1	1.5	0	NA	NA
1988	128	NA	5	1	27	1	0.7	0	NA	NA
1988	128	NA	5	1	29	1	1	0	NA	NA
1988	128	NA	5	1	13	1	1.5	0	NA	NA
1988	128	NA	5	1	7	1	1.3	0	NA	NA
1988	114	NA	6	1	22	1	0.5	0	NA	NA
1988	114	NA	6	1	21	1	0.2	0	NA	NA
1988	114	NA	6	1	20	1	0.7	0	NA	NA
1988	114	NA	6	1	3	1	0.5	0	NA	NA
1988	114	NA	6	1	5	1	1.1	0	NA	NA
1988	114	NA	6	1	95	1	1.2	0	NA	NA
1988	122	NA	6	1	12	1	0.5	0	NA	NA
1988	122	NA	6	1	13	1	1.3	0	NA	NA
1988	122	NA	6	1	22	1	1.4	0	NA	NA
1988	122	NA	6	1	21	1	1	0	NA	NA
1988	122	NA	6	1	10	1	0.7	0	NA	NA
1988	122	NA	6	1	10	1	1.7	0	NA	NA
1988	82	NA	5	1	7	1	1.2	0	NA	NA
1988	82	NA	5	1	9	1	2.8	0	NA	NA
1988	82	NA	5	1	20	1	1.7	0	NA	NA
1988	82	NA	5	1	7	1	1.4	0	NA	NA
1988	82	NA	5	1	15	1	4.6	0	NA	NA
1988	100	NA	4	2	46	1	3.4	0	NA	NA
1988	100	NA	4	2	55	2	3.7	0	NA	NA
1988	100	NA	4	1	7	1	2.3	0	NA	NA
1988	100	NA	4	1	8	1	3.3	0	NA	NA
1988	96	NA	4	1	8	1	3	0	NA	NA
1988	96	NA	4	1	10	1	3.2	0	NA	NA
1988	96	NA	4	2	24	1	1.9	0	NA	NA
1988	96	NA	4	2	22	2	3.3	0	NA	NA
1988	79	NA	1	1	58	1	2.3	0	NA	NA
1988	78	NA	1	1	6	1	4.4	0	NA	NA
1988	84	NA	1	1	55	1	2.8	0	NA	NA
1988	125	NA	1	1	20	1	4.1	0	NA	NA
1988	113	NA	4	1	7	1	4.1	0	NA	NA
1988	113	NA	4	1	2	1	2.2	0	NA	NA
1988	113	NA	4	1	6	1	2.3	0	NA	NA
1988	113	NA	4	1	3	1	1.8	0	NA	NA
1988	93	NA	2	1	6	1	4.3	0	NA	NA
1988	93	NA	2	1	11	1	1	0	NA	NA
1988	87	NA	1	1	7	1	4.2	0	NA	NA
1988	91	NA	2	1	1	1	3.9	0	NA	NA
1988	91	NA	2	1	12	1	3.3	0	NA	NA
1988	105	NA	4	1	7	1	4.7	0	NA	NA
1988	105	NA	4	2	5	1	1.8	0	NA	NA
1988	105	NA	4	2	15	2	1.4	0	NA	NA
1988	105	NA	4	1	85	1	2	0	NA	NA
1988	83	NA	2	1	6	1	4.3	0	NA	NA
1988	83	NA	2	1	29	1	5.1	0	NA	NA
1988	51	NA	2	1	3	1	5.1	0	NA	NA
1988	51	NA	2	1	37	1	4.2	0	NA	NA
1988	68	NA	1	1	1	1	4	0	NA	NA
1988	87	NA	6	1	13	1	3	0	NA	NA
1988	87	NA	6	1	3	1	1.8	0	NA	NA
1988	87	NA	6	2	6	1	2.9	1	NA	NA
1988	87	NA	6	2	10	2	1.9	0	NA	NA
1988	87	NA	6	2	59	1	3.2	0	NA	NA
1988	87	NA	6	2	67	2	3.4	0	NA	NA
1988	77	NA	6	1	17	1	3.7	0	NA	NA
1988	77	NA	6	2	3	1	4.1	0	NA	NA
1988	77	NA	6	2	12	2	3.4	0	NA	NA
1988	77	NA	6	1	4	1	2.5	0	NA	NA
1988	77	NA	6	1	2	1	3.7	0	NA	NA
1988	77	NA	6	1	59	1	2.2	0	NA	NA
1988	101	NA	5	1	7	1	3.4	0	NA	NA
1988	101	NA	5	1	16	1	4.9	0	NA	NA
1988	101	NA	5	1	2	1	4.3	0	NA	NA
1988	101	NA	5	1	2	1	4.7	0	NA	NA
1988	101	NA	5	1	76	1	4	0	NA	NA
1988	92	NA	6	1	3	1	3.8	0	NA	NA
1988	92	NA	6	2	4	1	4	0	NA	NA
1988	92	NA	6	2	12	2	2.2	0	NA	NA
1988	92	NA	6	1	8	1	4.2	0	NA	NA
1988	92	NA	6	1	7	1	4	0	NA	NA
1988	92	NA	6	1	68	1	4.5	0	NA	NA
1988	121	NA	7	1	2	1	1.9	0	NA	NA
1988	121	NA	7	1	3	1	4.8	0	NA	NA
1988	121	NA	7	1	4	1	2.1	0	NA	NA
1988	121	NA	7	1	23	1	5.1	1	NA	NA
1988	121	NA	7	2	3	1	2.3	0	NA	NA
1988	121	NA	7	2	28	2	1.6	0	NA	NA
1988	121	NA	7	1	16	1	1.9	0	NA	NA
1988	119	NA	8	1	4	1	1.6	0	NA	NA
1988	119	NA	8	1	4	1	3.2	0	NA	NA
1988	119	NA	8	1	27	1	3.7	0	NA	NA
1988	119	NA	8	1	3	1	3.5	0	NA	NA
1988	119	NA	8	1	32	1	2.6	0	NA	NA
1988	119	NA	8	3	17	1	5.1	0	NA	NA
1988	119	NA	8	3	33	2	4.3	0	NA	NA
1988	119	NA	8	3	37	3	2	0	NA	NA
1988	107	NA	1	1	16	1	2.9	0	NA	NA
1988	124	NA	3	1	6	1	1.6	0	NA	NA
1988	124	NA	3	1	4	1	1.9	0	NA	NA
1988	137	NA	3	1	8	1	2.1	0	NA	NA
1988	137	NA	5	1	28	1	1.2	0	NA	NA
1988	137	NA	5	1	2	1	1.3	0	NA	NA
1988	137	NA	5	1	23	1	1.4	0	NA	NA
1988	137	NA	5	1	3	1	2.1	0	NA	NA
1988	137	NA	5	1	112	1	2.3	0	NA	NA
1988	77	NA	2	1	7	1	3.6	0	NA	NA
1988	77	NA	2	1	5	1	2.5	0	NA	NA
1988	91	NA	2	1	7	1	3.2	0	NA	NA
1988	91	NA	2	1	3	1	2.7	0	NA	NA
1988	56	NA	1	1	4	1	3.9	0	NA	NA
1988	102	NA	2	1	11	1	4.8	0	NA	NA
1988	102	NA	2	1	13	1	4.3	0	NA	NA
1988	73	NA	1	1	7	1	4.2	0	NA	NA
1988	112	NA	15	1	6	1	4	0	NA	NA
1988	112	NA	15	2	4	1	1.5	0	NA	NA
1988	112	NA	15	2	17	2	1.4	0	NA	NA
1988	112	NA	15	2	12	1	4.3	0	NA	NA
1988	112	NA	15	2	23	2	2.7	0	NA	NA
1988	112	NA	15	2	14	1	4.7	0	NA	NA
1988	112	NA	15	2	22	2	2.2	0	NA	NA
1988	112	NA	15	3	6	1	3.7	0	NA	NA
1988	112	NA	15	3	11	2	3.2	0	NA	NA
1988	112	NA	15	3	22	3	3.8	0	NA	NA
1988	112	NA	15	1	11	1	4.9	0	NA	NA
1988	112	NA	15	1	3	1	3.7	0	NA	NA
1988	112	NA	15	1	3	1	3.1	0	NA	NA
1988	112	NA	15	2	82	1	2.2	0	NA	NA
1988	112	NA	15	2	87	2	1.7	0	NA	NA
1988	122	NA	4	1	16	1	1.7	0	NA	NA
1988	122	NA	4	1	3	1	1.4	0	NA	NA
1988	122	NA	4	1	22	1	6.2	0	NA	NA
1988	122	NA	4	1	94	1	1.3	0	NA	NA
1988	100	NA	8	1	34	1	6.5	0	NA	NA
1988	100	NA	8	2	44	1	1.6	0	NA	NA
1988	100	NA	8	2	24	2	2.1	0	NA	NA
1988	100	NA	8	1	27	1	0.4	0	NA	NA
1988	100	NA	8	2	21	1	0.5	0	NA	NA
1988	100	NA	8	2	5	2	1.7	0	NA	NA
1988	100	NA	8	2	4	1	0.7	0	NA	NA
1988	100	NA	8	2	27	2	1.3	0	NA	NA
1988	112	NA	2	1	22	1	0.5	0	NA	NA
1988	112	NA	2	1	35	1	2	0	NA	NA
1988	75	NA	3	1	10	1	2.8	0	NA	NA
1988	75	NA	3	1	3	1	3.1	0	NA	NA
1988	75	NA	3	1	10	1	3.5	0	NA	NA
1988	81	NA	1	1	8	1	3.7	0	NA	NA
1988	82	NA	2	1	65	1	2.9	0	NA	NA
1988	82	NA	2	1	10	1	2.9	0	NA	NA
1988	89	NA	2	1	6	1	3	0	NA	NA
1988	89	NA	2	1	4	1	3.5	0	NA	NA
1988	99	NA	3	1	75	1	4.1	0	NA	NA
1988	99	NA	3	1	4	1	3.6	0	NA	NA
1988	99	NA	3	1	11	1	2.1	0	NA	NA
1988	100	NA	3	1	68	1	0	0	NA	NA
1988	100	NA	3	1	12	1	3.5	0	NA	NA
1988	100	NA	3	1	10	1	2.8	0	NA	NA
1988	82	NA	2	1	64	1	3.7	0	NA	NA
1988	82	NA	2	1	7	1	1.4	0	NA	NA
1988	125	NA	5	1	96	1	2.7	0	NA	NA
1988	125	NA	5	1	13	1	2.7	0	NA	NA
1988	125	NA	5	1	20	1	3.1	0	NA	NA
1988	125	NA	5	1	46	1	3.1	0	NA	NA
1988	125	NA	5	1	5	1	2.5	0	NA	NA
1988	118	NA	6	1	97	1	2.1	0	NA	NA
1988	118	NA	6	1	13	1	3.9	0	NA	NA
1988	118	NA	6	1	27	1	3.1	0	NA	NA
1988	118	NA	6	1	20	1	2.3	0	NA	NA
1988	118	NA	6	1	26	1	0	0	NA	NA
1988	118	NA	6	1	11	1	0	0	NA	NA
1988	80	NA	2	1	63	1	2.5	0	NA	NA
1988	80	NA	2	1	4	1	2.9	0	NA	NA
1988	105	NA	5	1	90	1	2.7	0	NA	NA
1988	105	NA	5	1	16	1	2.1	0	NA	NA
1988	105	NA	5	1	6	1	3.1	0	NA	NA
1988	105	NA	5	1	13	1	2.7	0	NA	NA
1988	105	NA	5	1	20	1	0	0	NA	NA
1988	115	NA	2	1	16	1	3.2	0	NA	NA
1988	115	NA	2	1	10	1	2.5	0	NA	NA
1988	84	NA	2	1	9	1	3.9	0	NA	NA
1988	84	NA	2	1	8	1	4.3	0	NA	NA
1988	68	NA	4	1	8	1	2.6	0	NA	NA
1988	68	NA	4	1	2	1	2.8	0	NA	NA
1988	68	NA	4	1	60	1	2.5	0	NA	NA
1988	68	NA	4	1	7	1	2.7	0	NA	NA
1988	85	NA	2	1	45	1	3.6	0	NA	NA
1988	85	NA	2	1	5	1	2	0	NA	NA
1988	85	NA	9	2	59	1	3	0	NA	NA
1988	85	NA	9	2	63	2	2.4	0	NA	NA
1988	85	NA	9	1	10	1	0.9	0	NA	NA
1988	85	NA	9	3	5	1	2.1	0	NA	NA
1988	85	NA	9	3	10	2	0	0	NA	NA
1988	85	NA	9	3	17	3	2.7	0	NA	NA
1988	85	NA	9	1	14	1	0.7	0	NA	NA
1988	85	NA	9	1	6	1	0.9	0	NA	NA
1988	85	NA	9	1	5	1	2.7	0	NA	NA
1988	94	NA	6	1	64	1	2.5	0	NA	NA
1988	94	NA	6	1	6	1	3.9	0	NA	NA
1988	100	NA	6	1	95	1	4.5	0	NA	NA
1988	100	NA	6	2	22	1	1.6	0	NA	NA
1988	100	NA	6	2	26	2	2.8	0	NA	NA
1988	100	NA	6	1	19	1	0	0	NA	NA
1988	100	NA	6	1	8	1	0	0	NA	NA
1988	100	NA	6	1	10	1	0	0	NA	NA
1988	74	NA	5	3	44	1	2	0	NA	NA
1988	74	NA	5	3	50	2	2.9	0	NA	NA
1988	74	NA	5	3	55	3	0	0	NA	NA
1988	74	NA	5	1	0	1	3.7	0	NA	NA
1988	74	NA	5	1	0	1	3.3	0	NA	NA
1988	104	NA	5	1	81	1	3.5	0	NA	NA
1988	104	NA	5	1	14	1	0	0	NA	NA
1988	104	NA	5	1	3	1	0	0	NA	NA
1988	104	NA	5	1	10	1	0	0	NA	NA
1988	104	NA	5	1	11	1	0	0	NA	NA
1988	114	NA	4	1	82	1	0	0	NA	NA
1988	114	NA	4	1	8	1	3	0	NA	NA
1988	114	NA	4	1	18	1	3	0	NA	NA
1988	114	NA	4	1	5	1	0	0	NA	NA
1988	88	NA	3	1	14	1	3	0	NA	NA
1988	88	NA	3	1	6	1	0	0	NA	NA
1988	88	NA	3	1	5	1	0	0	NA	NA
1988	96	NA	6	3	2	1	1.4	0	NA	NA
1988	96	NA	6	3	11	2	2.1	0	NA	NA
1988	96	NA	6	3	14	3	2.4	0	NA	NA
1988	96	NA	6	2	14	1	2.5	0	NA	NA
1988	96	NA	6	2	18	2	2.5	0	NA	NA
1988	96	NA	6	1	3	1	2.2	0	NA	NA
